r,m,nu,rho,P
1.0275e+00,3.9268e-03,-5.7285e-01,8.6128e-04,9.9537e-05
1.0313e+00,3.9698e-03,-5.7281e-01,8.6123e-04,9.9519e-05
1.0350e+00,4.0131e-03,-5.7278e-01,8.6117e-04,9.9501e-05
1.0388e+00,4.0567e-03,-5.7274e-01,8.6112e-04,9.9482e-05
1.0425e+00,4.1007e-03,-5.7270e-01,8.6107e-04,9.9464e-05
1.0463e+00,4.1449e-03,-5.7266e-01,8.6101e-04,9.9445e-05
1.0500e+00,4.1895e-03,-5.7262e-01,8.6096e-04,9.9427e-05
1.0538e+00,4.2344e-03,-5.7258e-01,8.6090e-04,9.9408e-05
1.0575e+00,4.2796e-03,-5.7254e-01,8.6085e-04,9.9390e-05
1.0613e+00,4.3251e-03,-5.7251e-01,8.6080e-04,9.9371e-05
1.0650e+00,4.3710e-03,-5.7247e-01,8.6074e-04,9.9352e-05
1.0688e+00,4.4171e-03,-5.7243e-01,8.6069e-04,9.9333e-05
1.0725e+00,4.4636e-03,-5.7239e-01,8.6063e-04,9.9314e-05
1.0763e+00,4.5104e-03,-5.7235e-01,8.6058e-04,9.9295e-05
1.0800e+00,4.5576e-03,-5.7231e-01,8.6052e-04,9.9276e-05
1.0838e+00,4.6050e-03,-5.7227e-01,8.6046e-04,9.9257e-05
1.0875e+00,4.6528e-03,-5.7223e-01,8.6041e-04,9.9238e-05
1.0913e+00,4.7009e-03,-5.7219e-01,8.6035e-04,9.9219e-05
1.0950e+00,4.7494e-03,-5.7215e-01,8.6030e-04,9.9199e-05
1.0988e+00,4.7981e-03,-5.7211e-01,8.6024e-04,9.9180e-05
1.1025e+00,4.8473e-03,-5.7207e-01,8.6018e-04,9.9161e-05
1.1063e+00,4.8967e-03,-5.7203e-01,8.6013e-04,9.9141e-05
1.1100e+00,4.9465e-03,-5.7199e-01,8.6007e-04,9.9122e-05
1.1138e+00,4.9966e-03,-5.7195e-01,8.6001e-04,9.9102e-05
1.1175e+00,5.0470e-03,-5.7190e-01,8.5995e-04,9.9082e-05
1.1213e+00,5.0978e-03,-5.7186e-01,8.5990e-04,9.9063e-05
1.1250e+00,5.1489e-03,-5.7182e-01,8.5984e-04,9.9043e-05
1.1287e+00,5.2003e-03,-5.7178e-01,8.5978e-04,9.9023e-05
1.1325e+00,5.2521e-03,-5.7174e-01,8.5972e-04,9.9003e-05
1.1362e+00,5.3043e-03,-5.7170e-01,8.5966e-04,9.8983e-05
1.1400e+00,5.3567e-03,-5.7166e-01,8.5961e-04,9.8963e-05
1.1437e+00,5.4096e-03,-5.7161e-01,8.5955e-04,9.8943e-05
1.1475e+00,5.4627e-03,-5.7157e-01,8.5949e-04,9.8923e-05
1.1512e+00,5.5162e-03,-5.7153e-01,8.5943e-04,9.8902e-05
1.1550e+00,5.5701e-03,-5.7149e-01,8.5937e-04,9.8882e-05
1.1587e+00,5.6243e-03,-5.7144e-01,8.5931e-04,9.8862e-05
1.1625e+00,5.6788e-03,-5.7140e-01,8.5925e-04,9.8841e-05
1.1662e+00,5.7337e-03,-5.7136e-01,8.5919e-04,9.8821e-05
1.1700e+00,5.7889e-03,-5.7132e-01,8.5913e-04,9.8800e-05
1.1737e+00,5.8445e-03,-5.7127e-01,8.5907e-04,9.8779e-05
1.1775e+00,5.9005e-03,-5.7123e-01,8.5901e-04,9.8759e-05
1.1812e+00,5.9568e-03,-5.7119e-01,8.5895e-04,9.8738e-05
1.1850e+00,6.0135e-03,-5.7114e-01,8.5889e-04,9.8717e-05
1.1887e+00,6.0705e-03,-5.7110e-01,8.5883e-04,9.8696e-05
1.1925e+00,6.1278e-03,-5.7105e-01,8.5876e-04,9.8675e-05
1.1962e+00,6.1856e-03,-5.7101e-01,8.5870e-04,9.8654e-05
1.2000e+00,6.2436e-03,-5.7097e-01,8.5864e-04,9.8633e-05
1.2037e+00,6.3021e-03,-5.7092e-01,8.5858e-04,9.8612e-05
1.2075e+00,6.3609e-03,-5.7088e-01,8.5852e-04,9.8591e-05
1.2112e+00,6.4201e-03,-5.7083e-01,8.5845e-04,9.8569e-05
1.2150e+00,6.4796e-03,-5.7079e-01,8.5839e-04,9.8548e-05
1.2187e+00,6.5395e-03,-5.7074e-01,8.5833e-04,9.8527e-05
1.2225e+00,6.5998e-03,-5.7070e-01,8.5827e-04,9.8505e-05
1.2262e+00,6.6604e-03,-5.7065e-01,8.5820e-04,9.8484e-05
1.2300e+00,6.7214e-03,-5.7061e-01,8.5814e-04,9.8462e-05
1.2337e+00,6.7828e-03,-5.7056e-01,8.5808e-04,9.8440e-05
1.2375e+00,6.8445e-03,-5.7052e-01,8.5801e-04,9.8419e-05
1.2412e+00,6.9066e-03,-5.7047e-01,8.5795e-04,9.8397e-05
1.2450e+00,6.9691e-03,-5.7043e-01,8.5789e-04,9.8375e-05
